Player,Age,Team,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,TS%,EFF,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season,SMOY_Candidate,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG,SMOY_Eligible
Taj Gibson,29.0,CHI,62.0,17.0,27.3,4.1,8.2,50.0,0.0,0.0,0.0,4.1,8.2,50.0,50.0,2.1,3.0,70.0,54.09663865546219,21.61290322580646,2.6,3.8,6.4,1.1,0.6,1.2,1.2,2.6,10.3,6MOY-10,2014-15,1,0,1,0,0,0,1
Dennis Schröder,21.0,ATL,77.0,10.0,19.7,3.7,8.6,43.02325581395349,0.7,1.9,36.84210526315789,3.0,6.7,44.776119402985074,47.093023255813954,1.9,2.3,82.6086956521739,52.01831044527674,12.5974025974026,0.4,1.8,2.1,4.1,0.6,0.1,1.9,1.6,10.0,6MOY-11,2014-15,1,0,0,1,0,0,0
Chris Kaman,32.0,POR,74.0,13.0,18.9,3.8,7.4,51.35135135135135,0.0,0.0,0.0,3.8,7.4,51.35135135135135,51.35135135135135,1.0,1.4,71.42857142857143,53.64271457085829,15.4054054054054,2.0,4.5,6.5,0.9,0.2,0.7,1.5,1.9,8.6,6MOY-11,2014-15,1,1,0,0,0,0,0
Jrue Holiday,25.0,NOP,65.0,23.0,28.2,6.3,14.4,43.75,1.3,4.0,32.5,5.0,10.4,48.07692307692307,48.26388888888889,2.8,3.3,84.84848484848484,52.990158970476905,25.076923076923077,0.4,2.6,3.0,6.0,1.4,0.3,2.6,2.3,16.8,6MOY-16,2015-16,1,0,0,1,0,0,1
Jamal Crawford,35.0,LAC,79.0,5.0,26.9,4.8,11.9,40.33613445378151,1.5,4.4,34.090909090909086,3.3,7.5,44.0,46.63865546218487,3.1,3.4,91.1764705882353,53.000895789788,13.164556962025312,0.3,1.6,1.8,2.3,0.7,0.2,1.4,1.5,14.2,6MOY-1,2015-16,1,0,0,0,0,1,1
Darren Collison,28.0,SAC,74.0,15.0,30.0,5.1,10.5,48.57142857142856,1.2,2.9,41.37931034482759,3.9,7.6,51.31578947368421,54.285714285714285,2.6,3.1,83.87096774193549,59.00202292650033,18.918918918918923,0.4,1.9,2.3,4.3,1.0,0.1,1.8,1.9,14.0,6MOY-15,2015-16,1,0,0,1,0,0,1
Zach LaVine,20.0,MIN,82.0,33.0,28.0,5.3,11.7,45.2991452991453,1.5,3.9,38.46153846153847,3.8,7.8,48.71794871794872,51.70940170940172,2.0,2.5,80.0,54.6875,14.756097560975617,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14.0,6MOY-14,2015-16,1,0,0,0,0,1,1
Enes Freedom,23.0,OKC,82.0,1.0,21.0,5.0,8.8,56.81818181818181,0.1,0.3,33.333333333333336,4.9,8.5,57.64705882352942,57.386363636363626,2.4,3.1,77.41935483870968,62.47540338449428,19.51219512195121,3.0,5.1,8.1,0.4,0.3,0.4,1.4,2.0,12.7,6MOY-3,2015-16,1,1,0,0,0,0,1
Mirza Teletović,30.0,PHO,79.0,1.0,21.3,4.2,9.8,42.85714285714285,2.3,5.8,39.655172413793096,1.9,4.0,47.5,54.59183673469386,1.5,2.0,75.0,57.11610486891384,13.41772151898734,0.7,3.1,3.8,1.1,0.4,0.3,1.1,2.0,12.2,6MOY-16,2015-16,1,0,1,0,0,0,1
J.J. Barea,31.0,DAL,74.0,16.0,22.5,4.3,9.6,44.79166666666667,1.4,3.5,40.0,2.9,6.1,47.54098360655738,52.083333333333336,1.0,1.3,76.92307692307692,53.57845064883995,14.054054054054053,0.4,1.7,2.1,4.1,0.4,0.0,1.5,1.5,10.9,6MOY-12,2015-16,1,0,0,1,0,0,1
Allen Crabbe,23.0,POR,81.0,8.0,26.0,3.8,8.4,45.238095238095234,1.4,3.5,40.0,2.5,4.9,51.02040816326531,53.57142857142857,1.2,1.4,85.71428571428572,57.12067435669921,11.85185185185185,0.3,2.3,2.7,1.2,0.8,0.2,0.8,2.4,10.3,6MOY-16,2015-16,1,0,0,0,0,1,1
Tristan Thompson,24.0,CLE,82.0,34.0,27.7,3.0,5.1,58.82352941176471,0.0,0.0,0.0,3.0,5.1,58.82352941176471,58.82352941176471,1.8,3.0,60.0,60.74766355140186,17.92682926829269,3.3,5.7,9.0,0.8,0.5,0.6,0.7,2.5,7.8,6MOY-10,2015-16,1,0,1,0,0,0,1
Andre Iguodala,32.0,GSW,65.0,1.0,26.6,2.7,5.7,47.36842105263158,0.8,2.4,33.333333333333336,1.9,3.3,57.57575757575758,54.38596491228071,0.8,1.3,61.53846153846154,55.80357142857143,17.07692307692308,0.8,3.2,4.0,3.4,1.1,0.3,1.2,1.6,7.0,6MOY-2,2015-16,1,0,0,0,1,0,1
Patrick Patterson,26.0,TOR,79.0,0.0,25.6,2.6,6.2,41.935483870967744,1.3,3.7,35.13513513513514,1.2,2.5,48.0,52.41935483870967,0.4,0.4,100.0,54.10915934755332,11.51898734177215,1.0,3.4,4.3,1.2,0.7,0.4,0.8,1.6,6.9,6MOY-16,2015-16,1,0,1,0,0,0,1
Boris Diaw,33.0,SAS,76.0,4.0,18.2,2.7,5.0,54.0,0.3,0.9,33.33333333333333,2.3,4.1,56.09756097560976,57.00000000000001,0.7,1.0,70.0,58.82352941176471,11.18421052631579,0.8,2.3,3.1,2.3,0.3,0.3,1.3,1.3,6.4,6MOY-12,2015-16,1,0,1,0,0,0,0
Shaun Livingston,30.0,GSW,78.0,3.0,19.5,2.6,4.9,53.06122448979592,0.0,0.2,0.0,2.6,4.7,55.319148936170215,53.06122448979592,1.0,1.2,83.33333333333334,58.03242446573322,11.538461538461538,0.5,1.6,2.2,3.0,0.7,0.3,1.0,1.8,6.3,6MOY-11,2015-16,1,0,0,1,0,0,0
Lou Williams,30.0,2TM,81.0,1.0,24.6,5.3,12.3,43.08943089430894,2.0,5.5,36.36363636363637,3.3,6.8,48.52941176470589,51.21951219512195,5.0,5.6,89.28571428571429,59.265781630994304,18.024691358024693,0.3,2.2,2.5,3.0,1.0,0.2,2.0,1.1,17.5,6MOY-3,2016-17,1,0,0,0,0,1,1
Eric Gordon,28.0,HOU,75.0,15.0,31.0,5.5,13.5,40.74074074074074,3.3,8.8,37.49999999999999,2.2,4.7,46.80851063829788,52.96296296296297,2.0,2.3,86.95652173913044,55.81587651598676,16.799999999999997,0.4,2.3,2.7,2.5,0.6,0.5,1.6,2.0,16.2,6MOY-1,2016-17,1,0,0,0,0,1,1
Tim Hardaway Jr.,24.0,ATL,79.0,30.0,27.3,5.3,11.5,46.08695652173913,1.9,5.3,35.84905660377358,3.4,6.3,53.96825396825397,54.34782608695652,2.1,2.7,77.77777777777779,57.140605296343,15.69620253164557,0.4,2.4,2.8,2.3,0.7,0.2,1.3,1.3,14.5,6MOY-10,2016-17,1,0,0,0,0,1,1
Tyler Johnson,24.0,MIA,73.0,0.0,29.8,4.9,11.3,43.36283185840708,1.3,3.4,38.235294117647065,3.6,7.9,45.56962025316456,49.115044247787615,2.7,3.5,77.14285714285715,53.34890965732088,19.58904109589041,0.7,3.3,4.0,3.2,1.2,0.6,1.2,2.4,13.7,6MOY-11,2016-17,1,0,0,1,0,0,1
Malcolm Brogdon,24.0,MIL,75.0,28.0,26.4,3.9,8.5,45.88235294117647,1.0,2.6,38.46153846153846,2.8,5.9,47.45762711864406,51.76470588235295,1.5,1.7,88.23529411764706,55.14705882352941,16.26666666666667,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2,"ROY-1,6MOY-11",2016-17,1,0,0,0,0,1,1
Vince Carter,40.0,MEM,73.0,15.0,24.6,2.6,6.7,38.80597014925373,1.5,4.1,36.585365853658544,1.1,2.7,40.74074074074075,50.0,1.2,1.6,74.99999999999999,54.02485143165856,12.328767123287673,0.5,2.6,3.1,1.8,0.8,0.5,0.7,2.2,8.0,6MOY-11,2016-17,1,0,0,0,1,0,1
Andre Iguodala,33.0,GSW,76.0,0.0,26.3,2.9,5.5,52.72727272727272,0.8,2.3,34.78260869565218,2.0,3.1,64.51612903225806,60.0,0.9,1.3,69.23076923076923,62.58234519104085,16.710526315789473,0.7,3.3,4.0,3.4,1.0,0.5,0.8,1.3,7.6,6MOY-2,2016-17,1,0,0,0,1,0,1
Lou Williams,31.0,LAC,79.0,19.0,32.8,7.4,16.9,43.78698224852072,2.4,6.6,36.36363636363637,5.0,10.4,48.07692307692307,50.88757396449704,5.5,6.2,88.70967741935483,57.57081719991849,23.417721518987346,0.5,2.0,2.5,5.3,1.1,0.2,3.0,1.3,22.6,6MOY-1,2017-18,1,0,0,0,0,1,1
Eric Gordon,29.0,HOU,69.0,30.0,31.2,6.0,14.1,42.5531914893617,3.2,8.8,36.36363636363637,2.9,5.2,55.76923076923077,53.90070921985816,2.8,3.5,80.0,57.54475703324808,18.84057971014493,0.4,2.1,2.5,2.2,0.6,0.4,1.9,1.7,18.0,6MOY-2,2017-18,1,0,0,0,0,1,1
Rodney Hood,25.0,2TM,60.0,23.0,26.9,5.4,12.5,43.2,2.1,5.6,37.50000000000001,3.3,7.0,47.14285714285714,51.6,1.9,2.2,86.36363636363636,54.57380457380457,19.16666666666667,0.4,2.4,2.8,1.6,0.8,0.2,1.2,1.8,14.7,6MOY-12,2017-18,1,0,0,0,0,1,1
Marco Belinelli,31.0,2TM,80.0,2.0,24.3,4.2,9.6,43.75000000000001,1.9,4.9,38.77551020408163,2.4,4.6,52.17391304347826,53.645833333333336,1.9,2.0,95.0,57.72900763358778,12.75,0.3,1.6,1.9,1.9,0.8,0.2,1.2,1.1,12.1,6MOY-12,2017-18,1,0,0,0,0,1,1
J.J. Barea,33.0,DAL,69.0,11.0,23.2,4.4,10.0,44.00000000000001,1.7,4.5,37.77777777777778,2.7,5.5,49.09090909090909,52.5,1.2,1.5,80.0,54.40900562851783,19.275362318840585,0.2,2.7,2.9,6.3,0.5,0.0,2.1,1.2,11.6,6MOY-12,2017-18,1,0,0,1,0,0,1
Dwyane Wade,36.0,2TM,67.0,3.0,22.9,4.5,10.2,44.117647058823536,0.5,1.7,29.411764705882355,4.0,8.5,47.05882352941176,46.5686274509804,2.0,2.8,71.42857142857143,49.86004198740378,17.313432835820887,0.7,3.0,3.8,3.4,0.9,0.7,2.1,1.9,11.4,6MOY-10,2017-18,1,0,0,0,0,1,1
Terry Rozier,23.0,BOS,80.0,16.0,25.9,4.0,10.0,40.0,1.9,5.0,38.0,2.0,5.0,40.0,49.5,1.4,1.9,73.68421052631578,52.14101144333703,15.749999999999996,0.8,3.9,4.7,2.9,1.0,0.2,1.0,1.5,11.3,6MOY-10,2017-18,1,0,0,1,0,0,1
Fred VanVleet,23.0,TOR,76.0,0.0,20.0,3.1,7.2,43.05555555555556,1.4,3.4,41.17647058823529,1.6,3.7,43.24324324324324,52.77777777777778,1.1,1.3,84.61538461538461,55.32681420483787,13.28947368421053,0.3,2.1,2.4,3.2,0.9,0.3,1.0,1.7,8.6,6MOY-3,2017-18,1,0,0,1,0,0,1
Luc Mbah a Moute,31.0,HOU,61.0,15.0,25.6,2.7,5.7,47.36842105263158,1.0,2.8,35.714285714285715,1.7,2.8,60.71428571428572,56.14035087719298,1.1,1.6,68.75,58.55715178013742,13.77049180327869,0.4,2.7,3.0,0.9,1.2,0.4,1.1,1.6,7.5,6MOY-12,2017-18,1,0,1,0,0,0,1
Tomáš Satoranský,26.0,WAS,73.0,30.0,22.5,2.8,5.3,52.83018867924528,0.6,1.4,42.85714285714286,2.1,3.9,53.846153846153854,58.490566037735846,1.0,1.3,76.92307692307692,61.30790190735696,15.479452054794518,1.0,2.2,3.2,3.9,0.7,0.2,1.1,1.8,7.2,6MOY-12,2017-18,1,0,0,0,0,1,1
Jakob Poeltl,22.0,TOR,82.0,0.0,18.6,3.1,4.7,65.95744680851064,0.0,0.0,0.0,3.1,4.7,65.95744680851064,65.95744680851064,0.7,1.2,58.333333333333336,65.99081866870698,13.41463414634146,2.0,2.8,4.8,0.7,0.5,1.2,1.0,2.6,6.9,6MOY-12,2017-18,1,1,0,0,0,0,0
Lou Williams,32.0,LAC,75.0,1.0,26.6,6.5,15.2,42.76315789473684,1.4,3.9,35.8974358974359,5.1,11.3,45.13274336283185,47.36842105263158,5.7,6.5,87.6923076923077,55.370985603543744,23.200000000000003,0.5,2.4,3.0,5.4,0.8,0.1,2.4,1.1,20.0,6MOY-1,2018-19,1,0,0,0,0,1,1
Montrezl Harrell,25.0,LAC,82.0,5.0,26.3,6.7,10.8,62.03703703703704,0.0,0.2,0.0,6.6,10.6,62.264150943396224,62.03703703703704,3.2,5.0,64.0,63.846153846153854,24.14634146341463,2.2,4.3,6.5,2.0,0.9,1.3,1.6,3.1,16.6,6MOY-3,2018-19,1,1,0,0,0,0,1
Domantas Sabonis,22.0,IND,74.0,5.0,24.8,5.6,9.5,58.94736842105262,0.1,0.2,50.0,5.5,9.2,59.782608695652186,59.47368421052632,2.8,3.9,71.7948717948718,62.85663338088445,27.16216216216216,2.5,6.8,9.3,2.9,0.6,0.4,2.2,3.2,14.1,6MOY-2,2018-19,1,1,0,0,0,0,1
Jae Crowder,28.0,UTA,80.0,11.0,27.1,4.0,10.0,40.0,2.2,6.5,33.84615384615385,1.8,3.4,52.94117647058824,51.0,1.8,2.5,72.0,53.60360360360361,14.75,0.8,4.1,4.8,1.7,0.8,0.4,1.1,2.1,11.9,6MOY-11,2018-19,1,0,0,0,1,0,1
Malik Beasley,22.0,DEN,81.0,18.0,23.2,4.3,9.1,47.25274725274725,2.0,5.0,40.0,2.3,4.1,56.09756097560976,58.24175824175825,0.7,0.8,87.49999999999999,59.77570884468896,12.592592592592592,0.4,2.0,2.5,1.2,0.7,0.1,0.7,1.4,11.3,6MOY-11,2018-19,1,0,0,0,0,1,1
Dāvis Bertāns,26.0,SAS,76.0,12.0,21.5,2.7,6.0,45.0,1.9,4.4,43.18181818181818,0.8,1.5,53.333333333333336,60.83333333333334,0.7,0.8,87.49999999999999,62.97229219143576,12.763157894736846,0.3,3.2,3.5,1.3,0.5,0.4,0.6,1.8,8.0,6MOY-11,2018-19,1,0,1,0,0,0,1
Ed Davis,29.0,BRK,81.0,1.0,17.9,2.3,3.7,62.16216216216215,0.0,0.0,0.0,2.3,3.7,62.16216216216215,62.16216216216215,1.2,2.0,60.0,63.318777292576414,16.049382716049383,2.7,5.9,8.6,0.8,0.4,0.4,0.8,2.8,5.8,6MOY-11,2018-19,1,1,0,0,0,0,0
Andre Iguodala,35.0,GSW,68.0,13.0,23.2,2.2,4.4,50.0,0.7,2.1,33.33333333333333,1.5,2.3,65.21739130434783,57.95454545454546,0.6,1.0,60.0,58.88429752066116,16.029411764705884,0.7,3.0,3.7,3.2,0.9,0.8,0.8,1.4,5.7,6MOY-10,2018-19,1,0,0,0,1,0,1
Dennis Schröder,26.0,OKC,65.0,2.0,30.8,7.0,14.8,47.2972972972973,1.9,5.0,38.0,5.0,9.8,51.02040816326531,53.71621621621622,3.0,3.6,83.33333333333333,57.67822265625,25.230769230769223,0.3,3.3,3.6,4.0,0.7,0.2,2.6,2.2,18.9,6MOY-2,2019-20,1,0,0,1,0,0,1
Montrezl Harrell,26.0,LAC,63.0,2.0,27.8,7.5,12.9,58.13953488372093,0.0,0.3,0.0,7.5,12.6,59.523809523809526,58.13953488372093,3.7,5.6,66.07142857142858,60.53111168966415,31.904761904761912,2.6,4.5,7.1,1.7,0.6,1.1,1.7,2.3,18.6,6MOY-1,2019-20,1,1,0,0,0,0,1
Lou Williams,33.0,LAC,65.0,8.0,28.7,6.0,14.4,41.66666666666666,1.7,4.8,35.41666666666667,4.3,9.6,44.79166666666667,47.56944444444444,4.5,5.2,86.53846153846153,54.53020134228187,24.46153846153846,0.5,2.6,3.1,5.6,0.7,0.2,2.8,1.2,18.2,6MOY-3,2019-20,1,0,0,1,0,0,1
Jordan Clarkson,28.0,UTA,68.0,1.0,26.7,6.7,15.8,42.40506329113924,3.1,8.8,35.22727272727273,3.7,7.0,52.85714285714286,52.21518987341772,1.9,2.1,90.47619047619048,55.010762975364734,21.91176470588235,0.7,3.3,4.0,2.5,0.9,0.1,1.7,1.6,18.4,6MOY-1,2020-21,1,0,0,0,0,1,1
Derrick Rose,32.0,2TM,50.0,3.0,25.6,5.7,12.2,46.72131147540984,1.0,2.6,38.46153846153846,4.7,9.6,48.958333333333336,50.81967213114754,2.2,2.5,88.00000000000001,55.26315789473685,29.0,0.4,2.2,2.6,4.2,1.0,0.4,1.6,1.1,14.7,"MVP-9,6MOY-3",2020-21,1,0,0,1,0,0,1
Shake Milton,24.0,PHI,63.0,4.0,23.2,4.8,10.6,45.28301886792453,1.1,3.2,34.375,3.6,7.4,48.648648648648646,50.471698113207545,2.3,2.8,82.14285714285714,54.93576741041245,18.095238095238106,0.5,1.8,2.3,3.1,0.6,0.3,1.6,2.1,13.0,6MOY-12,2020-21,1,0,0,0,0,1,1
Miles Bridges,22.0,CHO,66.0,19.0,29.3,4.7,9.4,50.0,1.8,4.4,40.90909090909091,3.0,5.0,60.0,59.57446808510639,1.5,1.7,88.23529411764706,62.57390618841151,24.09090909090909,1.2,4.8,6.0,2.2,0.7,0.8,1.6,2.2,12.7,6MOY-12,2020-21,1,0,1,0,0,0,1
Joe Ingles,33.0,UTA,67.0,30.0,27.9,4.1,8.4,48.8095238095238,2.7,6.1,44.26229508196722,1.4,2.3,60.86956521739131,64.88095238095238,1.1,1.3,84.61538461538461,67.4320106999554,22.537313432835816,0.4,3.2,3.6,4.7,0.7,0.2,1.7,1.8,12.1,6MOY-2,2020-21,1,0,0,0,1,0,1
Thaddeus Young,32.0,CHI,68.0,23.0,24.3,5.4,9.7,55.67010309278352,0.2,0.7,28.571428571428577,5.3,9.1,58.24175824175825,56.70103092783506,1.0,1.7,58.82352941176471,57.90581929555897,25.44117647058825,2.5,3.8,6.2,4.3,1.1,0.6,2.0,2.2,12.1,6MOY-14,2020-21,1,0,1,0,0,0,1
Enes Freedom,28.0,POR,72.0,35.0,24.4,4.7,7.8,60.25641025641026,0.0,0.1,0.0,4.7,7.7,61.03896103896104,60.25641025641026,1.8,2.3,78.26086956521739,63.54970494779846,27.63888888888889,3.9,7.1,11.0,1.2,0.5,0.7,1.1,2.3,11.2,6MOY-10,2020-21,1,1,0,0,0,0,1
T.J. McConnell,28.0,IND,69.0,3.0,26.0,4.0,7.1,56.33802816901409,0.2,0.7,28.571428571428577,3.8,6.4,59.37499999999999,57.74647887323944,0.5,0.7,71.42857142857143,58.045356371490286,22.89855072463768,0.8,2.9,3.7,6.6,1.9,0.3,2.0,1.6,8.6,6MOY-11,2020-21,1,0,0,1,0,0,1
Facundo Campazzo,29.0,DEN,65.0,19.0,21.9,1.8,4.8,37.5,1.2,3.3,36.36363636363637,0.7,1.5,46.66666666666666,50.0,1.2,1.4,85.71428571428572,56.31462333825702,13.69230769230769,0.3,1.7,2.1,3.6,1.2,0.2,1.1,2.0,6.1,6MOY-15,2020-21,1,0,0,1,0,0,1
Tyler Herro,22.0,MIA,66.0,10.0,32.6,7.6,17.0,44.70588235294117,2.7,6.7,40.298507462686565,4.9,10.3,47.57281553398058,52.647058823529406,2.9,3.3,87.87878787878788,56.09148059830913,27.42424242424243,0.5,4.5,5.0,4.0,0.7,0.1,2.6,1.4,20.7,6MOY-1,2021-22,1,0,0,0,0,1,1
Kevin Love,33.0,CLE,74.0,4.0,22.5,4.4,10.3,42.71844660194175,2.5,6.4,39.0625,1.9,3.8,50.0,54.85436893203883,2.2,2.7,81.4814814814815,59.19220055710306,21.48648648648648,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,6MOY-2,2021-22,1,1,0,0,0,0,1
Cameron Johnson,25.0,PHO,66.0,16.0,26.2,4.2,9.2,45.65217391304349,2.5,5.9,42.3728813559322,1.7,3.3,51.51515151515152,59.239130434782616,1.5,1.7,88.23529411764706,62.82669883393648,20.151515151515152,0.6,3.5,4.1,1.5,0.9,0.2,0.7,1.7,12.5,6MOY-3,2021-22,1,0,1,0,0,0,1
Immanuel Quickley,22.0,NYK,78.0,3.0,23.1,3.6,9.3,38.70967741935484,1.8,5.1,35.294117647058826,1.9,4.2,45.238095238095234,48.38709677419354,2.3,2.6,88.46153846153845,54.09804672539257,14.615384615384611,0.4,2.8,3.2,3.5,0.7,0.0,1.3,2.1,11.3,6MOY-10,2021-22,1,0,0,1,0,0,1
Brandon Clarke,25.0,MEM,64.0,1.0,19.5,4.5,7.0,64.28571428571429,0.1,0.3,33.333333333333336,4.4,6.6,66.66666666666667,65.0,1.3,2.0,65.0,65.98984771573603,23.437500000000007,2.1,3.2,5.3,1.3,0.6,1.1,0.5,1.9,10.4,6MOY-11,2021-22,1,0,1,0,0,0,0
Tyus Jones,25.0,MEM,73.0,23.0,21.2,3.4,7.6,44.73684210526316,1.1,2.8,39.28571428571429,2.3,4.8,47.91666666666666,51.97368421052632,0.7,0.9,77.77777777777777,54.40220110055027,15.616438356164384,0.2,2.2,2.4,4.4,0.9,0.0,0.6,0.4,8.7,6MOY-11,2021-22,1,0,0,1,0,0,1
Maxi Kleber,30.0,DAL,59.0,21.0,24.6,2.4,6.0,40.0,1.4,4.3,32.558139534883715,1.0,1.7,58.82352941176471,51.66666666666666,0.8,1.1,72.72727272727273,53.97902529302899,18.47457627118644,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.3,7.0,6MOY-11,2021-22,1,0,1,0,0,0,1
Malcolm Brogdon,30.0,BOS,67.0,0.0,26.0,5.3,10.9,48.62385321100917,2.0,4.4,45.45454545454545,3.3,6.5,50.76923076923077,57.798165137614674,2.4,2.7,88.88888888888889,61.631369953673065,24.477611940298505,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,6MOY-1,2022-23,1,0,0,1,0,0,1
Immanuel Quickley,23.0,NYK,81.0,21.0,28.9,5.2,11.6,44.82758620689656,2.1,5.6,37.50000000000001,3.1,6.0,51.66666666666667,53.8793103448276,2.5,3.1,80.64516129032258,57.46683122493058,19.1358024691358,0.7,3.4,4.2,3.4,1.0,0.2,1.2,2.0,14.9,6MOY-2,2022-23,1,0,0,0,0,1,1
Bobby Portis,27.0,MIL,70.0,22.0,26.0,5.7,11.5,49.56521739130435,1.4,3.7,37.83783783783783,4.3,7.8,55.12820512820513,55.65217391304348,1.4,1.8,77.77777777777777,57.35437683045883,26.285714285714285,2.2,7.4,9.6,1.5,0.4,0.2,1.2,1.6,14.1,6MOY-3,2022-23,1,0,1,0,0,0,1
Malik Monk,25.0,SAC,72.0,0.0,26.0,5.5,12.4,44.354838709677416,2.1,5.9,35.59322033898305,3.4,6.5,52.30769230769232,52.82258064516129,2.4,2.8,85.71428571428572,56.48474178403756,20.972222222222225,0.4,2.6,2.9,5.1,0.6,0.5,2.1,2.2,15.4,"CPOY-12,6MOY-2",2023-24,1,0,0,0,0,1,1
Bobby Portis,28.0,MIL,82.0,4.0,24.5,5.7,11.2,50.89285714285715,1.2,3.0,40.0,4.5,8.2,54.87804878048781,56.25,1.2,1.5,80.0,58.1787521079258,20.48780487804878,1.7,5.7,7.4,1.3,0.8,0.4,1.1,2.3,13.8,6MOY-3,2023-24,1,0,1,0,0,0,1
Naz Reid,24.0,MIN,81.0,14.0,24.2,5.0,10.5,47.61904761904761,2.1,5.0,42.00000000000001,2.9,5.5,52.72727272727272,57.61904761904761,1.3,1.8,72.22222222222221,59.77683315621679,17.65432098765432,0.9,4.3,5.2,1.3,0.8,0.9,1.4,2.1,13.5,6MOY-1,2023-24,1,0,1,0,0,0,1
